주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자
406-2-000056,자구리 공영주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 28-3,62,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.242873,126.566663,,2026-04-16
406-2-000057,이중섭거리 공영주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 550,24,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 문화예술과,064-760-3561,33.245253,126.5649581,,2026-04-16
406-2-000058,서홍공영노외1주차장(서홍동주민센터 북서측),공영,노외,,제주특별자치도 서귀포시 서홍동 397-4,48,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25630767,126.5593513,,2026-04-16
406-2-000059,효돈중학교 북측 공영주차장,공영,노외,,제주특별자치도 서귀포시 하효동 11-2,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 도시과,064-760-2972,33.26634521,126.620924,,2026-04-16
406-2-000060,표선 시가지내 공영주차장,공영,노외,,제주특별자치도 서귀포시 표선면 표선리 634-28,21,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,표선면행정복지센터,064-760-4482,33.325078,126.833875,,2026-04-16
406-2-000061,효돈동주민센터 남측 공영주차장,공영,노외,,제주특별자치도 서귀포시 하효동 149,93,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,효돈동행정복지센터,064-760-4632,33.26315958,126.6162392,,2026-04-16
406-2-000062,중앙여중 후문 공영주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 1530-12,25,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25502147,126.5636737,,2026-04-16
406-2-000063,동홍 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 514-2,102,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25616185,126.5684382,,2026-04-16
406-2-000064,동홍 공영노외2주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 429,28,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25181564,126.5694961,,2026-04-16
406-2-000065,시민회관 옆 공영주차장,공영,노외,제주특별자치도 서귀포시 동홍로 35 (동홍동),제주특별자치도 서귀포시 동홍동 452-3,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 도시과,064-760-2972,33.251633,126.567538,,2026-04-16
406-2-000066,신시가지 공영주차장,공영,노외,,제주특별자치도 서귀포시 강정동 118-8,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.260036,126.5073823,,2026-04-16
406-2-000067,강정마을 공영주차장,공영,노외,,제주특별자치도 서귀포시 강정동 5356-11,20,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 도시과,064-760-2972,33.235151,126.474661,,2026-04-16
406-2-000068,법환 노인회관 앞 공영주차장,공영,노외,,제주특별자치도 서귀포시 법환동 1134,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대륜동행정복지센터,064-760-4752,33.23938649,126.509485,,2026-04-16
406-2-000069,동일다목적회관 앞 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 동일리 2829-6,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대정읍행정복지센터,064-760-4092,33.22842744,126.2413832,,2026-04-16
406-2-000070,하모리 홍마트 북측 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 2143-12,11,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대정읍행정복지센터,064-760-4092,33.220066,126.252586,,2026-04-16
406-2-000071,성산일출봉 주차장,공영,노외,제주특별자치도 서귀포시 성산읍 일출로 284-6,제주특별자치도 서귀포시 성산읍 성산리 114-3,285,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 세계유산문화재부,064-710-7925,33.46260347,126.935333,,2026-04-16
406-2-000072,서부종합사회복지관 남측 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 1173-1,34,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.223648,126.248055,,2026-04-16
406-2-000073,남원 중앙동 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 141,48,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.278887,126.716856,,2026-04-16
406-2-000074,동부보건소 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 2490-28,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 동부보건소,064-760-6112,33.27542313,126.7030554,,2026-04-16
406-2-000075,섭지코지 주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 62-3,96,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,0,1000,15,500,,,75000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,성산읍행정복지센터+신양리마을회,064-760-4282,33.42386248,126.9290133,,2026-04-16
406-2-000076,서귀서초등학교 인근 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 365-3,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.255173,126.555879,,2026-04-16
406-2-000077,노블컨벤션 안쪽 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 322-5,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과+건설과,064-760-3138,33.258965,126.5582889,,2026-04-16
406-2-000078,자산오차드힐 인근 남측 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 1588-10,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,서홍동행정복지센터,064-760-4749,33.261125,126.5543492,,2026-04-16
406-2-000079,자산오차드힐 인근 북측 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 1597-4,9,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 도시과,064-760-2972,33.261563,126.554694,,2026-04-16
406-2-000080,산방산 공영주차장,공영,노외,,제주특별자치도 서귀포시 안덕면 사계리 166-4,28,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 관광지관리소,064-760-6321,33.236268,126.3125765,,2026-04-16
406-2-000081,중문초등학교 서측 공영주차장,공영,노외,,제주특별자치도 서귀포시 중문동 1971-2,7,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 건설과,064-760-3072,33.251636,126.428184,,2026-04-16
406-2-000082,중앙 공영노외1주차장,공영,노외,제주특별자치도 서귀포시 동문동로 28 (서귀동),제주특별자치도 서귀포시 서귀동 268-17,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.251114,126.565451,,2026-04-16
406-2-000083,천제연폭포 공영주차장,공영,노외,,제주특별자치도 서귀포시 중문동 2230,97,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 관광지관리소,064-760-6332,33.2532067,126.418764,,2026-04-16
406-2-000084,천제연폭포 버스전용 공영주차장,공영,노외,,제주특별자치도 서귀포시 중문동 2231,21,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25304291,126.4191565,,2026-04-16
406-2-000085,남원 비안동 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 180,93,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.280062,126.7183421,,2026-04-16
406-2-000086,대륜서호 공영노외1 주차장(고근산주차장),공영,노외,,제주특별자치도 서귀포시 서호동 1433,79,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,대륜동행정복지센터,064-760-4765,33.26352191,126.5110517,,2026-04-16
406-2-000087,세한교회 서측 공영주차장,공영,노외,,제주특별자치도 서귀포시 서홍동 1611,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 안전총괄과,064-760-3922,33.26369535,126.554256,,2026-04-16
406-2-000088,위미출장소 옆 공영주차장,공영,노외,제주특별자치도 서귀포시 남원읍 태위로 105,제주특별자치도 서귀포시 남원읍 위미리 2892,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 문화예술과,064-760-2483,33.27501048,126.6585881,,2026-04-16
406-2-000089,남원읍사무소 옆 공영주차장,공영,노외,제주특별자치도 서귀포시 남원읍 태위로 695,제주특별자치도 서귀포시 남원읍 남원리 205-1,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,남원읍행정복지센터,064-760-4146,33.2798959,126.720606,,2026-04-16
406-2-000090,대정하모 공영노외4주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 861,40,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,75000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.223353,126.2538151,,2026-04-16
406-2-000091,하모리 삼성의원 앞 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 841-58,6,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 건설과,064-760-3138,33.22033253,126.2531986,,2026-04-16
406-2-000092,남원신례 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 신례리 1044-1,64,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.288233,126.6275841,,2026-04-16
406-2-000093,대륜법환 공영노외1주차장,공영,노외,제주특별자치도 서귀포시 이어도로 897-2 (법환동),제주특별자치도 서귀포시 법환동 1279,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.236971,126.5109648,,2026-04-16
406-2-000094,월평마을도시재생사업 공영주차장,공영,노외,제주특별자치도 서귀포시 월평로 40 (월평동),제주특별자치도 서귀포시 월평동 410-1,10,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.24570658,126.4611258,,2026-04-16
406-2-000095,성산일출봉 주변 녹지공간 조성 주차장(1),공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 250-3,58,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,성산읍행정복지센터,064-710-6657,33.450526,126.922177,,2026-04-16
406-2-000096,성산일출봉 주변 녹지공간 조성 주차장(2),공영,노외,,제주특별자치도 서귀포시 성산읍 고성리 263,223,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,성산읍행정복지센터,064-710-6657,33.455341,126.9255273,,2026-04-16
406-2-000097,남원 광지동 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 1514-3,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,남원읍행정복지센터,064-760-4196,33.28146498,126.709075,,2026-04-16
406-2-000098,산하동교차로 북측 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 의귀리 964-1,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.3020427,126.7194391,,2026-04-16
406-2-000099,태흥2리 마을회관 북측 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 태흥리 567-9,6,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.28814781,126.7450503,,2026-04-16
406-2-000100,성산 노외2 공영주차장,공영,노외,,제주특별자치도 서귀포시 성산읍 성산리 399-123,33,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.4589386,126.929765,,2026-04-16
406-2-000101,동광육거리 회전 공영주차장,공영,노외,,제주특별자치도 서귀포시 안덕면 동광리 830,65,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 대중교통과,064-710-4355,33.3118701,126.3426367,,2026-04-16
406-2-000102,대정상모 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 상모리 3964-1,37,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.22324159,126.2563765,,2026-04-16
406-2-000103,창천리사무소 옆 공영주차장,공영,노외,,제주특별자치도 서귀포시 안덕면 창천리 94-2,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.2658886,126.368416,,2026-04-16
406-2-000104,태흥2리 마을회관 인근 공영주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 태흥리 570,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.2879031,126.7450875,,2026-04-16
406-2-000105,호근동 공영주차장,공영,노외,,제주특별자치도 서귀포시 호근동 1763-2,30,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25759005,126.528151,,2026-04-16
406-2-000106,대평공영주차장,공영,노외,,제주특별자치도 서귀포시 안덕면 창천리 930-5,36,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.2384865,126.365727,,2026-04-16
406-2-000107,솔동산공영주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 585-5,12,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.24404328,126.5639136,,2026-04-16
406-2-000108,정방 노외공영주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 403-3,37,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.24784209,126.565255,,2026-04-16
406-2-000109,하효공영주차장,공영,노외,,제주특별자치도 서귀포시 하효동 148-3,22,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.26290445,126.6163609,,2026-04-16
406-2-000110,도순마을 복지회관 옆 공영주차장,공영,노외,,제주특별자치도 서귀포시 도순동 276-5,17,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 도시과,064-760-3138,33.25084301,126.475843,,2026-04-16
406-2-000111,서홍 공영주차장,공영,노외,제주특별자치도 서귀포시 솜반천로6번길 17,제주특별자치도 서귀포시 서홍동 397-14,97,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,1000,15,500,,,100000,신용카드,유공납세자(선정일로부터 1년간). 감면액 이상의 자원봉사마일리지 소지자. 장애정도가 심한 장애인 1일 1차례 3시간 면제+경차. 저공해차. 전기차. 4.3 희생자 및 유족 50 감면+최근 2년 이내 헌혈증 소지자. 장애정도가 심하지 않은 장애인. 국가유공자. 5.18민주유공자. 고엽제 후유의증 환자. 임산부. 다자녀가정. 의사상자. 장기등 기증자 1일 1차례 3시간 50 감면. 유료운영시간(평일 09:00 ~ 18:00) 이외는 무료,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.25605332,126.559301,,2026-04-16
406-2-000112,동홍 공영노외4 주차장,공영,노외,,제주특별자치도 서귀포시 동홍동 1227-2,68,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.26433046,126.570903,,2026-04-16
406-2-000113,모슬포중앙시장 공영주차장,공영,노외,,제주특별자치도 서귀포시 대정읍 하모리 822-5,92,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시 교통행정과,064-760-3138,33.22140917,126.2547379,,2026-04-16
